timestamp,trial,ball_x,cup_x,zone,success,difficulty,game_type
1753148706.188306,1,392,385,center,1,4,diagonal_fixed
1753148707.2908957,2,136,60,left,1,4,diagonal_fixed
1753148708.426548,3,552,457,right,1,4,diagonal_fixed
1753148709.5316546,4,356,323,center,1,4,diagonal_fixed
1753148710.6029847,5,412,409,center,1,4,diagonal_fixed
1753148711.7071507,6,348,296,center,1,4,diagonal_fixed
1753148712.9059894,7,596,507,right,1,4,diagonal_fixed
1753148714.010616,8,220,204,left,1,4,diagonal_fixed
1753148715.1127923,9,444,358,center,1,4,diagonal_fixed
1753148716.2509806,10,112,30,left,1,4,diagonal_fixed
