timestamp,trial,ball_x,cup_x,zone,success,difficulty,game_type
1753145193.761444,1,680,680,top,1,1,vertical_fixed
1753145199.425962,2,680,680,top,1,1,vertical_fixed
1753145205.1080735,3,680,680,bottom,1,1,vertical_fixed
1753145210.770507,4,680,680,top,1,1,vertical_fixed
1753145216.4189687,5,680,680,top,1,1,vertical_fixed
1753145222.0653698,6,680,680,bottom,1,1,vertical_fixed
1753145227.7632477,7,680,680,bottom,1,1,vertical_fixed
1753145233.425225,8,680,680,middle,1,1,vertical_fixed
1753145239.105924,9,680,680,bottom,1,1,vertical_fixed
1753145244.754208,10,680,680,top,1,1,vertical_fixed
