timestamp,trial,ball_x,cup_x,zone,success,difficulty,game_type
1753569141.5805259,1,140,128,left,1,3,diagonal_fixed
1753569143.0527155,2,584,520,right,1,3,diagonal_fixed
1753569144.5085876,3,84,6,left,1,3,diagonal_fixed
1753569145.964608,4,528,474,center,1,3,diagonal_fixed
1753569147.4376645,5,108,52,left,1,3,diagonal_fixed
1753569148.9096255,6,532,490,center,1,3,diagonal_fixed
1753569150.380622,7,296,235,center,1,3,diagonal_fixed
1753569151.851775,8,576,497,right,1,3,diagonal_fixed
1753569153.2943583,9,353,337,center,1,3,diagonal_fixed
1753569154.7643974,10,596,526,right,1,3,diagonal_fixed
